DESI_RA,DESI_DEC,DESI_GLON,DESI_GLAT,DESI_BRICKNAME,DESI_BRICKID,DESI_BRICKQ,PGC_ID,1PGC,T17,Vcmb,DM,eDM,DMsnIa,eDMsn1,DMtf,eDMtf,DMfp,eDMfp,DMsbf,eDMsbf,DMsnII,eDMsn2,DMtrgb,eDMt,DMcep,eDMcep,DMmas,eDMmas,RA,DE,glon,glat,sgl,sgb,SGX,SGY,SGZ,separation_arcsec,diff_glon,diff_glat,match_score
115.30188679245283,42.75,176.36111303670907,26.765007063193863,1153p427,555273,3,21577.0,21577.0,13347.0,10862.0,35.039,0.48,,,,,35.039,0.48,,,,,,,,,,,115.302,42.7494,176.3618,26.765,36.2824,-30.5845,74.76,54.88,-54.81,2.1806338607402584,0.0006869632909172196,7.063193862677508e-06,0.0370379241637842
201.80672268907563,8.0,328.48043436868323,69.07735805484907,2018p080,377138,0,1336387.0,3091611.0,59916.0,15366.0,37.189,0.52,,,,,37.189,0.52,,,,,,,,,,,201.8067,7.9993,328.4795,69.0768,110.8349,9.8585,-53.97,141.83,26.37,2.521297784401686,0.0009343686832608,0.0005580548490655701,0.04351405327235447
55.714285714285715,16.0,172.01680830244715,-30.09742161930014,0557p160,421660,0,13639.0,1479736.0,0.0,9105.0,35.613,0.39,,,35.613,0.39,,,,,,,,,,,,,55.7139,15.9992,172.0171,-30.0982,328.0265,-32.9618,61.88,-38.63,-47.3,3.174278845121864,0.0002916975528535204,0.0007783806998595821,0.05397472567141084
219.3178519593614,17.25,16.444048315899078,63.6563514404365,2193p172,429195,3,1528259.0,1528259.0,0.0,22789.0,37.459,0.52,,,,,37.459,0.52,,,,,,,,,,,219.3189,17.2499,16.4448,63.6555,105.0396,28.4907,-51.07,190.07,106.82,3.6211791000032423,0.0007516841009227448,0.0008514404364987627,0.061956109537475546
166.76950998185117,40.25,174.9065264676268,64.77962710573708,1667p402,544606,2,3088011.0,3088011.0,0.0,10322.0,36.059,0.48,,,,,36.059,0.48,,,,,,,,,,,166.7692,40.249,174.9091,64.7799,69.9895,-9.1173,34.6,95.02,-16.23,3.6993828589458206,0.002573532373190801,0.0002728942629204312,0.06450280761854157
145.375,-1.25,236.89255867923012,36.2531939995736,1453m012,323749,3,1123264.0,1123264.0,0.0,20409.0,37.029,0.5,,,,,37.029,0.5,,,,,,,,,,,145.3742,-1.2493,236.8912,36.2529,101.1737,-46.5001,-26.8,135.68,-145.74,3.826337020464897,0.0013586792301225614,0.00029399957359999007,0.0654249624781375
211.32102272727272,12.25,355.8563693262486,67.17802910494127,2113p122,401292,2,1406237.0,1406237.0,0.0,18343.0,37.079,0.5,,,,,37.079,0.5,,,,,,,,,,,211.3202,12.2492,355.8533,67.1781,108.8458,19.9598,-54.92,160.9,61.74,4.083119634902423,0.003069326248635207,7.089505872670543e-05,0.0711922152224023
167.73876404494382,9.0,245.57006050359124,60.13713209894124,1677p090,382705,1,3767045.0,3767045.0,27041.0,21838.0,37.559,0.53,,,,,37.559,0.53,,,,,,,,,,,167.7384,8.9988,245.5716,60.1361,99.6575,-22.005,-33.4,196.28,-80.46,4.509761168776365,0.0015394964087533936,0.0010320989412377912,0.07773428149626392
136.87089715536106,50.75,167.74911251863622,41.91944939727408,1368p507,587009,3,2381171.0,25600.0,2726.0,11051.0,35.169,0.43,,,,,35.169,0.43,,,,,,,,,,,136.8688,50.7503,167.749,41.9182,47.6983,-17.4862,72.95,80.17,-34.15,4.897327176753917,0.00011251863622874225,0.0012493972740799109,0.08298403552287394
231.56985871271584,28.0,43.56428659081482,55.817746048648445,2315p280,486397,1,1823544.0,1823544.0,0.0,23888.0,37.389,0.52,,,,,37.389,0.52,,,,,,,,,,,231.5685,27.9992,43.5624,55.8188,92.8084,40.4084,-8.75,178.37,152.03,5.191025095760211,0.0018865908148200106,0.0010539513515581689,0.08945762709571503
